over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,6,0,6,0,19,6.0,0.0,116.83432338096266,7.857971014492754,True,False,False
1,8,0,14,0,18,7.0,0.0,116.83432338096266,7.594936708860759,True,False,False
2,8,0,22,0,17,7.333333333333333,0.0,116.83432338096266,7.857971014492754,True,False,False
3,2,0,24,0,16,6.0,0.0,116.83432338096266,7.852941176470588,True,False,False
4,6,0,30,0,15,6.0,0.0,116.83432338096266,8.692759295499021,True,False,False
5,10,0,40,0,14,6.666666666666667,-0.666666666666667,116.83432338096266,7.852941176470588,True,False,False
6,7,0,47,0,13,6.714285714285714,-0.666666666666667,116.83432338096266,8.961832061068701,False,True,False
7,8,0,55,0,12,6.875,0.9523809523809526,116.83432338096266,7.594936708860759,False,True,False
8,6,0,61,0,11,6.777777777777778,1.458333333333334,116.83432338096266,8.961832061068701,False,True,False
9,6,0,67,0,10,6.7,0.22222222222222232,116.83432338096266,7.594936708860759,False,True,False
10,11,0,78,0,9,7.090909090909091,-0.033333333333333215,116.83432338096266,8.961832061068701,False,True,False
11,7,0,85,0,8,7.083333333333333,0.5757575757575761,116.83432338096266,7.857971014492754,False,True,False
12,9,0,94,0,7,7.230769230769231,0.916666666666667,116.83432338096266,8.692759295499021,False,True,False
13,6,1,100,1,6,7.142857142857143,1.7692307692307692,118.36367439043073,7.857971014492754,False,True,False
14,8,0,108,1,5,7.2,-0.3095238095238102,120.8718932331956,7.594936708860759,False,True,False
15,9,0,117,1,4,7.3125,-0.033333333333333215,120.8718932331956,8.961832061068701,False,False,True
16,11,0,128,1,3,7.529411764705882,-0.14583333333333304,120.8718932331956,7.852941176470588,False,False,True
17,10,0,138,1,2,7.666666666666667,1.8039215686274517,120.8718932331956,8.692759295499021,False,False,True
18,3,1,141,2,1,7.421052631578948,2.333333333333333,120.8718932331956,7.852941176470588,False,False,True
19,10,1,151,3,0,7.55,0.07894736842105221,122.62984083098132,8.692759295499021,False,False,True
