over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,11,0,11,0,19,11.0,0.0,128.85571286426676,8.364583333333334,True,False,False
1,9,0,20,0,18,10.0,0.0,128.85571286426676,8.603674540682414,True,False,False
2,7,0,27,0,17,9.0,0.0,128.85571286426676,8.364583333333334,True,False,False
3,6,0,33,0,16,8.25,0.0,128.85571286426676,8.282229965156795,True,False,False
4,11,0,44,0,15,8.8,-0.916666666666667,128.85571286426676,8.364583333333334,True,False,False
5,3,1,47,1,14,7.833333333333333,-0.8000000000000007,121.21589936622587,8.282229965156795,True,False,False
6,2,1,49,2,13,7.0,-1.666666666666666,121.0113986689388,8.603674540682414,False,True,False
7,6,2,55,4,12,6.875,-2.666666666666667,123.64423736176519,8.417457305502847,False,True,False
8,2,0,57,4,11,6.333333333333333,-5.208333333333334,113.84623317562247,8.603674540682414,False,True,False
9,8,0,65,4,10,6.5,-4.5,113.84623317562247,8.417457305502847,False,True,False
10,3,0,68,4,9,6.181818181818182,-2.166666666666667,113.84623317562247,7.189153439153439,False,True,False
11,5,0,73,4,8,6.083333333333333,-1.8484848484848486,113.84623317562247,7.6469673405909795,False,True,False
12,9,1,82,5,7,6.3076923076923075,-0.75,115.20783361133452,7.189153439153439,False,True,False
13,7,0,89,5,6,6.357142857142857,-1.1410256410256405,115.88291146569092,7.6469673405909795,False,True,False
14,0,1,89,6,5,5.933333333333334,0.14285714285714324,114.96477151716454,7.189153439153439,False,True,False
15,2,2,91,8,4,5.6875,-1.6000000000000005,111.44434111443111,7.6469673405909795,False,False,True
16,9,0,100,8,3,5.882352941176471,-4.1875,107.35891917742705,7.189153439153439,False,False,True
17,7,1,107,9,2,5.944444444444445,-3.7156862745098045,95.57261278495137,7.6469673405909795,False,False,True
18,8,0,115,9,1,6.052631578947368,-1.4444444444444446,65.41176470588235,8.364583333333334,False,False,True
19,4,0,119,9,0,5.95,1.4473684210526319,65.41176470588235,8.282229965156795,False,False,True
