over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,3,0,3,0,19,3.0,0.0,129.44214944807564,7.758620689655173,True,False,False
1,7,0,10,0,18,5.0,0.0,129.44214944807564,7.3652173913043475,True,False,False
2,7,0,17,0,17,5.666666666666667,0.0,129.44214944807564,7.758620689655173,True,False,False
3,3,0,20,0,16,5.0,0.0,129.44214944807564,7.714285714285714,True,False,False
4,12,0,32,0,15,6.4,0.666666666666667,129.44214944807564,8.233082706766917,True,False,False
5,18,0,50,0,14,8.333333333333334,0.9333333333333327,129.44214944807564,7.714285714285714,True,False,False
6,3,2,53,2,13,7.571428571428571,2.666666666666666,125.84917594087575,7.3652173913043475,False,True,False
7,2,0,55,2,12,6.875,2.428571428571429,122.25620243367587,7.823529411764706,False,True,False
8,4,0,59,2,11,6.555555555555555,-0.20833333333333304,122.25620243367587,7.434397163120567,False,True,False
9,10,0,69,2,10,6.9,-4.555555555555555,122.25620243367587,7.472602739726027,False,True,False
10,10,0,79,2,9,7.181818181818182,-1.5666666666666673,122.25620243367587,7.434397163120567,False,True,False
11,7,0,86,2,8,7.166666666666667,0.8181818181818183,122.25620243367587,7.823529411764706,False,True,False
12,4,1,90,3,7,6.923076923076923,1.833333333333333,119.59237024990155,8.233082706766917,False,True,False
13,11,0,101,3,6,7.214285714285714,-0.42307692307692335,113.86312217194569,7.758620689655173,False,True,False
14,9,0,110,3,5,7.333333333333333,-0.3809523809523814,113.86312217194569,8.233082706766917,False,True,False
15,10,1,120,4,4,7.5,0.16666666666666696,113.86312217194569,7.823529411764706,False,False,True
16,9,2,129,6,3,7.588235294117647,2.0,125.1234441539268,7.3652173913043475,False,False,True
17,16,0,145,6,2,8.055555555555555,0.24509803921568718,128.78151260504202,7.823529411764706,False,False,True
18,13,0,158,6,1,8.31578947368421,2.1111111111111107,128.78151260504202,8.233082706766917,False,False,True
19,5,2,163,8,0,8.15,3.3508771929824555,120.9420610349403,7.758620689655173,False,False,True
