over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,6,1,6,1,19,6.0,0.0,146.17097377339275,7.096153846153846,True,False,False
1,5,0,11,1,18,5.5,0.0,144.06557552417627,8.880733944954128,True,False,False
2,12,0,23,1,17,7.666666666666667,0.0,144.06557552417627,7.096153846153846,True,False,False
3,2,1,25,2,16,6.25,-0.5,138.09447671393605,8.880733944954128,True,False,False
4,8,1,33,3,15,6.6,-0.41666666666666696,129.19456059935936,7.096153846153846,True,False,False
5,4,0,37,3,14,6.166666666666667,-0.2666666666666666,128.4855688271248,8.823170731707316,True,False,False
6,2,0,39,3,13,5.571428571428571,-2.5,128.4855688271248,9.558823529411764,False,True,False
7,5,0,44,3,12,5.5,-1.4047619047619042,128.4855688271248,8.823170731707316,False,True,False
8,2,0,46,3,11,5.111111111111111,-1.8333333333333335,128.4855688271248,9.558823529411764,False,True,False
9,14,0,60,3,10,6.0,-2.1111111111111107,128.4855688271248,8.823170731707316,False,True,False
10,12,0,72,3,9,6.545454545454546,1.0,128.4855688271248,7.920473773265652,False,True,False
11,9,1,81,4,8,6.75,2.787878787878788,140.3985200321646,9.558823529411764,False,True,False
12,13,0,94,4,7,7.230769230769231,4.416666666666666,147.52164050151913,7.920473773265652,False,True,False
13,7,0,101,4,6,7.214285714285714,3.602564102564103,147.52164050151913,8.880733944954128,False,True,False
14,20,0,121,4,5,8.066666666666666,1.9523809523809517,147.52164050151913,7.920473773265652,False,True,False
15,17,0,138,4,4,8.625,5.2666666666666675,147.52164050151913,8.880733944954128,False,False,True
16,15,0,153,4,3,9.0,6.041666666666666,147.52164050151913,8.823170731707316,False,False,True
17,18,0,171,4,2,9.5,8.333333333333332,147.52164050151913,7.096153846153846,False,False,True
18,19,0,190,4,1,10.0,7.166666666666668,147.52164050151913,9.558823529411764,False,False,True
19,13,1,203,5,0,10.15,7.333333333333332,142.13222828480264,7.03125,False,False,True
