over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,3,1,3,1,19,3.0,0.0,135.3947180376019,9.558823529411764,True,False,False
1,4,0,7,1,18,3.5,0.0,141.3649203903441,8.428571428571429,True,False,False
2,19,0,26,1,17,8.666666666666666,0.0,141.3649203903441,7.4,True,False,False
3,5,1,31,2,16,7.75,-0.5,136.66752268447183,9.261538461538462,True,False,False
4,16,0,47,2,15,9.4,1.083333333333334,133.41037493579864,9.013452914798206,True,False,False
5,8,0,55,2,14,9.166666666666666,3.4333333333333336,133.41037493579864,9.261538461538462,True,False,False
6,15,0,70,2,13,10.0,0.0,133.41037493579864,7.434397163120567,False,True,False
7,6,0,76,2,12,9.5,3.0,133.41037493579864,7.885593220338983,False,True,False
8,8,0,84,2,11,9.333333333333334,0.16666666666666607,133.41037493579864,7.434397163120567,False,True,False
9,9,0,93,2,10,9.3,0.33333333333333215,133.41037493579864,10.323529411764707,False,True,False
10,13,0,106,2,9,9.636363636363637,-1.6333333333333337,133.41037493579864,7.885593220338983,False,True,False
11,12,1,118,3,8,9.833333333333334,0.3636363636363633,140.33598066327463,10.323529411764707,False,True,False
12,9,1,127,4,7,9.76923076923077,1.0,146.8676073585483,7.885593220338983,False,True,False
13,13,0,140,4,6,10.0,0.5641025641025639,142.69537912003454,7.406162464985995,False,True,False
14,12,0,152,4,5,10.133333333333333,0.3333333333333339,142.69537912003454,9.013452914798206,False,True,False
15,14,1,166,5,4,10.375,0.7000000000000011,143.69978035813347,7.885593220338983,False,False,True
16,12,1,178,6,3,10.470588235294118,2.125,138.45607447808692,9.261538461538462,False,False,True
17,15,2,193,8,2,10.722222222222221,1.1960784313725483,127.06056368956114,10.323529411764707,False,False,True
18,6,1,199,9,1,10.473684210526315,0.9444444444444446,100.82094411497508,9.261538461538462,False,False,True
19,2,1,201,10,0,10.05,-1.473684210526315,101.47296206618242,10.323529411764707,False,False,True
