over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,12,0,12,0,19,12.0,0.0,123.0279993978624,7.882075471698113,True,False,False
1,7,0,19,0,18,9.5,0.0,123.0279993978624,8.16,True,False,False
2,0,1,19,1,17,6.333333333333333,0.0,124.65806429726939,7.882075471698113,True,False,False
3,8,1,27,2,16,6.75,-0.5,128.16607792490484,8.069444444444445,True,False,False
4,1,1,28,3,15,5.6,-2.75,127.0548556330872,7.882075471698113,True,False,False
5,5,0,33,3,14,5.5,-4.1,124.64821751556488,7.805755395683454,True,False,False
6,6,0,39,3,13,5.571428571428571,-1.833333333333333,124.64821751556488,7.882075471698113,False,True,False
7,8,1,47,4,12,5.875,-2.071428571428571,121.48609163161451,8.069444444444445,False,True,False
8,8,1,55,5,11,6.111111111111111,-0.04166666666666696,126.73469013150664,9.446808510638299,False,True,False
9,8,1,63,6,10,6.3,0.22222222222222232,128.86479531372837,7.805755395683454,False,True,False
10,8,1,71,7,9,6.454545454545454,0.20000000000000018,121.15598143585328,8.16,False,True,False
11,9,0,80,7,8,6.666666666666667,0.04545454545454586,116.2465507701321,9.446808510638299,False,True,False
12,7,3,87,10,7,6.6923076923076925,0.666666666666667,103.26298649091498,8.16,False,True,False
