over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,4,0,4,0,19,4.0,0.0,129.5192630231454,8.08695652173913,True,False,False
1,3,1,7,1,18,3.5,0.0,129.5192630231454,8.492063492063492,True,False,False
2,3,0,10,1,17,3.3333333333333335,0.0,130.35789162363184,8.08695652173913,True,False,False
3,2,0,12,1,16,3.0,-0.5,130.35789162363184,8.492063492063492,True,False,False
4,5,0,17,1,15,3.4,-0.8333333333333335,130.35789162363184,8.08695652173913,True,False,False
5,4,0,21,1,14,3.5,-0.06666666666666643,130.35789162363184,8.544117647058824,True,False,False
6,5,1,26,2,13,3.7142857142857144,0.16666666666666652,130.35789162363184,7.885593220338983,False,True,False
7,11,0,37,2,12,4.625,0.45238095238095255,135.21207087833508,9.066666666666666,False,True,False
8,2,0,39,2,11,4.333333333333333,1.541666666666667,135.21207087833508,7.885593220338983,False,True,False
9,10,0,49,2,10,4.9,1.166666666666667,135.21207087833508,9.066666666666666,False,True,False
10,7,0,56,2,9,5.090909090909091,2.7666666666666666,135.21207087833508,9.117391304347827,False,True,False
11,10,0,66,2,8,5.5,1.2424242424242422,135.21207087833508,8.492063492063492,False,True,False
12,10,0,76,2,7,5.846153846153846,3.5,135.21207087833508,9.117391304347827,False,True,False
13,12,0,88,2,6,6.285714285714286,3.153846153846154,135.21207087833508,7.885593220338983,False,True,False
14,9,0,97,2,5,6.466666666666667,4.3809523809523805,135.21207087833508,9.066666666666666,False,True,False
15,8,0,105,2,4,6.5625,3.866666666666667,135.21207087833508,8.544117647058824,False,False,True
16,6,1,111,3,3,6.529411764705882,3.104166666666666,136.96061502228198,7.885593220338983,False,False,True
17,3,1,114,4,2,6.333333333333333,0.6372549019607847,136.022395791061,8.544117647058824,False,False,True
18,11,1,125,5,1,6.578947368421052,-1.666666666666666,136.04034041637587,9.117391304347827,False,False,True
19,6,1,131,6,0,6.55,-1.4122807017543852,124.56429639231351,8.544117647058824,False,False,True
