over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,8,0,8,0,19,8.0,0.0,144.4984872956399,9.869565217391305,True,False,False
1,4,1,12,1,18,6.0,0.0,135.6117403336516,9.807692307692308,True,False,False
2,10,0,22,1,17,7.333333333333333,0.0,130.03861506668744,7.826923076923077,True,False,False
3,6,0,28,1,16,7.0,-0.5,130.03861506668744,9.869565217391305,True,False,False
4,17,0,45,1,15,9.0,-0.833333333333333,130.03861506668744,7.826923076923077,True,False,False
5,12,0,57,1,14,9.5,2.0,130.03861506668744,9.807692307692308,True,False,False
6,11,0,68,1,13,9.714285714285714,2.166666666666666,130.03861506668744,7.6469673405909795,False,True,False
7,18,0,86,1,12,10.75,3.6190476190476204,130.03861506668744,7.03125,False,True,False
8,2,2,88,3,11,9.777777777777779,2.916666666666666,127.45700633200832,7.6469673405909795,False,True,False
9,7,0,95,3,10,9.5,-0.44444444444444464,128.42608211972959,8.666666666666666,False,True,False
10,2,0,97,3,9,8.818181818181818,-1.5,128.42608211972959,7.6469673405909795,False,True,False
11,7,0,104,3,8,8.666666666666666,-6.151515151515152,128.42608211972959,8.666666666666666,False,True,False
12,6,0,110,3,7,8.461538461538462,-3.333333333333333,128.42608211972959,7.6469673405909795,False,True,False
13,9,0,119,3,6,8.5,-3.4615384615384617,128.42608211972959,7.826923076923077,False,True,False
14,16,1,135,4,5,9.0,-1.166666666666667,128.42608211972959,9.869565217391305,False,True,False
15,6,0,141,4,4,8.8125,0.8333333333333339,143.89466750587803,7.826923076923077,False,False,True
16,3,1,144,5,3,8.470588235294118,1.020833333333334,144.7342790404869,7.03125,False,False,True
17,13,0,157,5,2,8.722222222222221,-1.1372549019607838,145.98192669888044,9.807692307692308,False,False,True
18,10,1,167,6,1,8.789473684210526,-1.8888888888888884,145.98192669888044,9.869565217391305,False,False,True
19,8,2,175,8,0,8.75,-1.1228070175438596,108.30172999924453,9.807692307692308,False,False,True
