over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,4,1,4,1,19,4.0,0.0,132.51698837410137,7.909090909090909,True,False,False
1,4,0,8,1,18,4.0,0.0,124.36195282847338,7.928125,True,False,False
2,13,0,21,1,17,7.0,0.0,124.36195282847338,7.909090909090909,True,False,False
3,7,0,28,1,16,7.0,-0.5,124.36195282847338,7.928125,True,False,False
4,7,0,35,1,15,7.0,1.0,124.36195282847338,8.603674540682414,True,False,False
5,4,1,39,2,14,6.5,2.0,122.94420043637355,7.928125,True,False,False
6,3,1,42,3,13,6.0,-1.0,124.46910109546793,7.6469673405909795,False,True,False
7,6,0,48,3,12,6.0,-2.333333333333333,126.64930381711494,7.189153439153439,False,True,False
8,7,1,55,4,11,6.111111111111111,-2.666666666666667,126.64930381711494,7.6469673405909795,False,True,False
9,2,1,57,5,10,5.7,-1.7777777777777777,122.64448546653138,7.189153439153439,False,True,False
10,9,0,66,5,9,6.0,-1.7000000000000002,124.65966298240576,7.6469673405909795,False,True,False
11,2,1,68,6,8,5.666666666666667,-1.0,116.24136262319115,7.189153439153439,False,True,False
12,4,1,72,7,7,5.538461538461538,-2.333333333333334,99.96751120421334,7.6469673405909795,False,True,False
13,2,0,74,7,6,5.285714285714286,-1.5384615384615383,100.24888585393904,8.603674540682414,False,True,False
14,5,0,79,7,5,5.266666666666667,-3.619047619047619,100.24888585393904,8.417457305502847,False,True,False
15,4,0,83,7,4,5.1875,-2.1,100.24888585393904,7.189153439153439,False,False,True
16,6,0,89,7,3,5.235294117647059,-1.5208333333333335,100.24888585393904,8.417457305502847,False,False,True
17,1,1,90,8,2,5.0,-0.23529411764705888,90.36200233399859,7.928125,False,False,True
18,4,0,94,8,1,4.947368421052632,-1.8333333333333335,73.59198998748437,8.417457305502847,False,False,True
19,1,1,95,9,0,4.75,-1.7807017543859653,73.71886090489825,8.603674540682414,False,False,True
