over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,7,0,7,0,19,7.0,0.0,130.35789162363184,7.687975646879757,True,False,False
1,10,0,17,0,18,8.5,0.0,130.35789162363184,10.947368421052632,True,False,False
2,7,1,24,1,17,8.0,0.0,136.83463961349466,7.687975646879757,True,False,False
3,9,0,33,1,16,8.25,-0.5,138.85316484465184,8.91304347826087,True,False,False
4,9,0,42,1,15,8.4,-0.08333333333333393,138.85316484465184,10.947368421052632,True,False,False
5,18,0,60,1,14,10.0,-0.5666666666666664,138.85316484465184,10.0,True,False,False
6,13,0,73,1,13,10.428571428571429,2.0,138.85316484465184,8.91304347826087,False,True,False
7,8,0,81,1,12,10.125,2.904761904761905,138.85316484465184,9.457831325301205,False,True,False
8,19,0,100,1,11,11.11111111111111,2.875,138.85316484465184,12.333333333333334,False,True,False
9,14,0,114,1,10,11.4,2.222222222222223,138.85316484465184,9.457831325301205,False,True,False
10,7,0,121,1,9,11.0,2.2666666666666657,138.85316484465184,8.91304347826087,False,True,False
11,11,0,132,1,8,11.0,2.333333333333334,138.85316484465184,10.0,False,True,False
12,16,0,148,1,7,11.384615384615385,-0.3333333333333339,138.85316484465184,10.947368421052632,False,True,False
13,8,1,156,2,6,11.142857142857142,-0.0512820512820511,140.07075911663017,8.91304347826087,False,True,False
14,4,0,160,2,5,10.666666666666666,0.023809523809523725,146.14704162690356,7.687975646879757,False,True,False
15,20,0,180,2,4,11.25,-1.8333333333333321,146.14704162690356,9.457831325301205,False,False,True
16,13,0,193,2,3,11.352941176470589,-1.083333333333334,146.14704162690356,8.238095238095237,False,False,True
17,8,0,201,2,2,11.166666666666666,0.9803921568627452,146.14704162690356,7.687975646879757,False,False,True
