over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,6,0,6,0,19,6.0,0.0,121.29090995081347,7.189153439153439,True,False,False
1,5,0,11,0,18,5.5,0.0,121.29090995081347,8.603674540682414,True,False,False
2,2,1,13,1,17,4.333333333333333,0.0,121.86912005889201,8.191780821917808,True,False,False
3,17,0,30,1,16,7.5,-0.5,121.3453467550047,7.382239382239383,True,False,False
4,9,0,39,1,15,7.8,0.0,121.3453467550047,8.191780821917808,True,False,False
5,6,0,45,1,14,7.5,1.033333333333334,121.3453467550047,8.81578947368421,True,False,False
6,9,1,54,2,13,7.714285714285714,3.166666666666666,122.65719746213796,7.382239382239383,False,True,False
7,7,0,61,2,12,7.625,-0.2142857142857144,122.4730260556824,7.189153439153439,False,True,False
8,9,0,70,2,11,7.777777777777778,-0.791666666666667,122.4730260556824,7.382239382239383,False,True,False
9,7,0,77,2,10,7.7,0.055555555555556246,122.4730260556824,9.558823529411764,False,True,False
10,7,1,84,3,9,7.636363636363637,-0.033333333333333215,129.51453769565816,8.603674540682414,False,True,False
11,6,0,90,3,8,7.5,-0.4696969696969697,131.63135710528502,7.189153439153439,False,True,False
12,17,0,107,3,7,8.23076923076923,-1.333333333333333,131.63135710528502,8.81578947368421,False,True,False
13,11,1,118,4,6,8.428571428571429,1.26923076923077,130.60533790098526,8.191780821917808,False,True,False
14,5,1,123,5,5,8.2,2.404761904761905,124.10922636367303,8.81578947368421,False,True,False
15,4,1,127,6,4,7.9375,1.8000000000000007,130.31173380189782,7.189153439153439,False,False,True
16,11,0,138,6,3,8.117647058823529,-2.770833333333333,131.19095095665386,8.603674540682414,False,False,True
17,6,0,144,6,2,8.0,-2.450980392156862,131.19095095665386,8.191780821917808,False,False,True
18,11,0,155,6,1,8.157894736842104,-1.5,131.19095095665386,8.81578947368421,False,False,True
19,11,1,166,7,0,8.3,1.1754385964912295,131.19095095665386,8.603674540682414,False,False,True
