over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,4,0,4,0,19,4.0,0.0,110.00655482301977,7.385416666666667,True,False,False
1,0,0,4,0,18,2.0,0.0,110.00655482301977,8.24705882352941,True,False,False
2,7,0,11,0,17,3.6666666666666665,0.0,110.00655482301977,7.869918699186992,True,False,False
3,13,0,24,0,16,6.0,0.0,110.00655482301977,8.24705882352941,True,False,False
4,4,0,28,0,15,5.6,0.666666666666667,110.00655482301977,7.687975646879757,True,False,False
5,14,0,42,0,14,7.0,2.4000000000000004,110.00655482301977,7.928125,True,False,False
6,7,0,49,0,13,7.0,3.333333333333334,110.00655482301977,7.385416666666667,False,True,False
7,3,1,52,1,12,6.5,1.333333333333334,115.9771012473743,7.687975646879757,False,True,False
8,4,1,56,2,11,6.222222222222222,1.0,121.05303051183816,6.545454545454546,False,True,False
9,16,0,72,2,10,7.2,-2.5555555555555554,107.09393346379647,7.385416666666667,False,True,False
10,6,0,78,2,9,7.090909090909091,-0.5333333333333332,107.09393346379647,6.545454545454546,False,True,False
11,3,1,81,3,8,6.75,1.0757575757575752,107.09393346379647,7.928125,False,True,False
12,6,0,87,3,7,6.6923076923076925,1.083333333333334,115.67670192568484,7.869918699186992,False,True,False
13,2,1,89,4,6,6.357142857142857,-2.1923076923076925,118.64597702400003,7.928125,False,True,False
14,3,1,92,5,5,6.133333333333334,-3.6904761904761902,128.6664269217505,7.687975646879757,False,True,False
15,1,1,93,6,4,5.8125,-3.4666666666666672,130.70737677231062,7.928125,False,False,True
16,4,1,97,7,3,5.705882352941177,-5.3125,115.92171327418292,8.24705882352941,False,False,True
17,2,0,99,7,2,5.5,-4.53921568627451,108.39514852762659,7.869918699186992,False,False,True
18,17,0,116,7,1,6.105263157894737,-4.166666666666666,108.39514852762659,8.24705882352941,False,False,True
19,4,2,120,9,0,6.0,1.0614035087719298,84.11528420360291,7.869918699186992,False,False,True
