over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,14,0,14,0,19,14.0,0.0,130.35789162363184,8.145454545454545,True,False,False
1,0,0,14,0,18,7.0,0.0,130.35789162363184,8.591549295774648,True,False,False
2,9,0,23,0,17,7.666666666666667,0.0,130.35789162363184,8.180722891566266,True,False,False
3,12,1,35,1,16,8.75,0.0,134.40724363595015,8.591549295774648,True,False,False
4,13,0,48,1,15,9.6,-2.25,137.65176840588356,9.444444444444445,True,False,False
5,8,1,56,2,14,9.333333333333334,1.2333333333333343,138.33160892623036,8.145454545454545,True,False,False
6,4,0,60,2,13,8.571428571428571,0.6666666666666661,136.24443955905213,9.444444444444445,False,True,False
7,24,0,84,2,12,10.5,-0.7380952380952372,136.24443955905213,8.591549295774648,False,True,False
8,10,0,94,2,11,10.444444444444445,1.0,136.24443955905213,8.145454545454545,False,True,False
