over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,5,0,5,0,19,5.0,0.0,120.89114380432238,7.634361233480176,True,False,False
1,10,1,15,1,18,7.5,0.0,120.08379624408009,7.1947368421052635,True,False,False
2,10,0,25,1,17,8.333333333333334,0.0,120.96170722785646,7.634361233480176,True,False,False
3,6,0,31,1,16,7.75,-0.5,120.96170722785646,7.1947368421052635,True,False,False
4,8,0,39,1,15,7.8,0.4166666666666661,120.96170722785646,8.879310344827585,True,False,False
5,2,1,41,2,14,6.833333333333333,0.20000000000000018,122.45853694604729,7.292887029288703,True,False,False
6,3,0,44,2,13,6.285714285714286,-2.0,121.96064875301222,8.879310344827585,False,True,False
7,13,1,57,3,12,7.125,-2.4523809523809526,117.76543250200814,8.764940239043824,False,True,False
8,8,0,65,3,11,7.222222222222222,-2.125,113.92205056179775,9.708333333333334,False,True,False
9,7,1,72,4,10,7.2,0.2777777777777777,113.52973305427038,8.764940239043824,False,True,False
10,4,0,76,4,9,6.909090909090909,1.1333333333333337,115.60709958140559,9.708333333333334,False,True,False
11,5,0,81,4,8,6.75,-1.0757575757575761,115.60709958140559,7.1947368421052635,False,True,False
12,10,0,91,4,7,7.0,-1.916666666666667,115.60709958140559,8.879310344827585,False,True,False
13,4,1,95,5,6,6.785714285714286,-0.666666666666667,115.53293818247552,7.292887029288703,False,True,False
14,5,1,100,6,5,6.666666666666667,-0.9523809523809526,104.90687417158006,7.634361233480176,False,True,False
15,1,1,101,7,4,6.3125,-1.333333333333334,101.4765040685286,7.292887029288703,False,False,True
16,15,0,116,7,3,6.823529411764706,-4.479166666666666,94.52244841048523,7.634361233480176,False,False,True
17,7,0,123,7,2,6.833333333333333,-0.8235294117647056,94.52244841048523,7.292887029288703,False,False,True
18,6,1,129,8,1,6.7894736842105265,0.3333333333333339,89.77552898727184,8.879310344827585,False,False,True
19,6,0,135,8,0,6.75,2.0438596491228074,83.43629961587709,7.1947368421052635,False,False,True
