over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,2,0,2,0,19,2.0,0.0,130.35789162363184,8.544117647058824,True,False,False
1,2,1,4,1,18,2.0,0.0,130.35789162363184,9.22689075630252,True,False,False
2,2,0,6,1,17,2.0,0.0,141.29286237220032,8.544117647058824,True,False,False
3,12,0,18,1,16,4.5,-0.5,141.29286237220032,9.22689075630252,True,False,False
4,8,0,26,1,15,5.2,0.33333333333333304,141.29286237220032,8.544117647058824,True,False,False
5,3,0,29,1,14,4.833333333333333,2.133333333333333,141.29286237220032,6.958333333333333,True,False,False
6,13,0,42,1,13,6.0,2.833333333333334,141.29286237220032,8.096385542168674,False,True,False
7,3,2,45,3,12,5.625,2.0,140.62094439271186,6.958333333333333,False,True,False
8,8,0,53,3,11,5.888888888888889,-0.29166666666666696,146.14704162690356,8.096385542168674,False,True,False
9,5,0,58,3,10,5.8,1.1111111111111107,146.14704162690356,6.958333333333333,False,True,False
10,1,2,59,5,9,5.363636363636363,-1.4666666666666668,146.10681831338286,8.096385542168674,False,True,False
11,16,0,75,5,8,6.25,-1.6969696969696964,138.3027822594122,6.958333333333333,False,True,False
12,15,1,90,6,7,6.923076923076923,0.08333333333333304,138.3027822594122,8.096385542168674,False,True,False
13,9,0,99,6,6,7.071428571428571,2.2435897435897427,120.84291187739463,8.603674540682414,False,True,False
14,13,0,112,6,5,7.466666666666667,5.761904761904763,120.84291187739463,8.973684210526315,False,True,False
15,17,0,129,6,4,8.0625,4.366666666666667,120.84291187739463,8.603674540682414,False,False,True
16,6,0,135,6,3,7.9411764705882355,4.9375,120.84291187739463,8.544117647058824,False,False,True
17,4,2,139,8,2,7.722222222222222,4.0588235294117645,113.19923371647508,8.603674540682414,False,False,True
18,5,0,144,8,1,7.578947368421052,0.2777777777777777,105.55555555555554,8.973684210526315,False,False,True
19,8,1,152,9,0,7.6,-3.578947368421052,70.37037037037037,8.603674540682414,False,False,True
