over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,12,0,12,0,19,12.0,0.0,131.08559917801037,10.705882352941176,True,False,False
1,7,0,19,0,18,9.5,0.0,131.08559917801037,9.618556701030927,True,False,False
2,13,0,32,0,17,10.666666666666666,0.0,131.08559917801037,8.823170731707316,True,False,False
3,4,0,36,0,16,9.0,0.0,131.08559917801037,8.29746835443038,True,False,False
4,10,0,46,0,15,9.2,-1.0,131.08559917801037,9.618556701030927,True,False,False
5,8,1,54,1,14,9.0,-0.1999999999999993,126.66981492189858,8.29746835443038,True,False,False
6,5,0,59,1,13,8.428571428571429,-2.166666666666667,124.47928917994122,10.705882352941176,False,True,False
7,3,0,62,1,12,7.75,-1.2619047619047619,124.47928917994122,8.29746835443038,False,True,False
8,11,1,73,2,11,8.11111111111111,-2.916666666666667,128.52059981444594,8.823170731707316,False,True,False
9,11,0,84,2,10,8.4,-2.2777777777777777,133.8617765168314,8.91304347826087,False,True,False
10,6,0,90,2,9,8.181818181818182,-0.5666666666666664,133.8617765168314,9.121621621621621,False,True,False
11,12,0,102,2,8,8.5,0.6515151515151523,133.8617765168314,8.91304347826087,False,True,False
12,19,0,121,2,7,9.307692307692308,1.166666666666666,133.8617765168314,9.121621621621621,False,True,False
13,8,1,129,3,6,9.214285714285714,3.0256410256410255,140.83056900480506,8.29746835443038,False,True,False
14,2,0,131,3,5,8.733333333333333,3.2857142857142865,142.94424296547993,9.618556701030927,False,True,False
15,10,0,141,3,4,8.8125,0.43333333333333357,142.94424296547993,8.823170731707316,False,False,True
16,2,1,143,4,3,8.411764705882353,-2.645833333333333,137.14434679546846,10.705882352941176,False,False,True
17,5,1,148,5,2,8.222222222222221,-4.245098039215686,140.15635421809898,9.618556701030927,False,False,True
18,20,0,168,5,1,8.842105263157896,-3.5555555555555545,141.3700909763902,10.705882352941176,False,False,True
19,13,0,181,5,0,9.05,-0.8421052631578956,141.3700909763902,8.823170731707316,False,False,True
