over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,6,0,6,0,19,6.0,0.0,133.33957150330323,10.333333333333334,True,False,False
1,5,1,11,1,18,5.5,0.0,129.9015610938852,8.633802816901408,True,False,False
2,11,0,22,1,17,7.333333333333333,0.0,123.23992680358327,10.333333333333334,True,False,False
3,11,1,33,2,16,8.25,-0.5,119.50057051022128,8.633802816901408,True,False,False
4,3,0,36,2,15,7.2,-0.25,117.73808562780735,7.456310679611651,True,False,False
5,9,0,45,2,14,7.5,0.6333333333333337,117.73808562780735,9.22689075630252,True,False,False
6,4,0,49,2,13,7.0,-0.33333333333333304,117.73808562780735,10.333333333333334,False,True,False
7,13,0,62,2,12,7.75,-1.666666666666667,117.73808562780735,9.22689075630252,False,True,False
8,8,0,70,2,11,7.777777777777778,0.9166666666666661,117.73808562780735,7.406162464985995,False,True,False
9,12,0,82,2,10,8.2,0.5555555555555562,117.73808562780735,8.633802816901408,False,True,False
10,13,0,95,2,9,8.636363636363637,2.8000000000000007,117.73808562780735,7.406162464985995,False,True,False
11,7,0,102,2,8,8.5,2.3636363636363633,117.73808562780735,7.456310679611651,False,True,False
12,10,1,112,3,7,8.615384615384615,2.166666666666666,117.73808562780735,8.958333333333334,False,True,False
13,2,0,114,3,6,8.142857142857142,0.884615384615385,133.5259371538636,9.22689075630252,False,True,False
14,17,0,131,3,5,8.733333333333333,-2.3095238095238093,133.5259371538636,8.958333333333334,False,True,False
15,18,1,149,4,4,9.3125,0.43333333333333357,112.09421451283214,9.22689075630252,False,False,True
16,12,1,161,5,3,9.470588235294118,2.520833333333334,112.7485430480545,8.633802816901408,False,False,True
17,15,1,176,6,2,9.777777777777779,5.196078431372548,132.52271980192668,7.456310679611651,False,False,True
18,21,0,197,6,1,10.368421052631579,3.7222222222222214,136.07543023399776,10.333333333333334,False,False,True
19,16,0,213,6,0,10.65,4.631578947368421,136.07543023399776,7.456310679611651,False,False,True
