over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,8,0,8,0,19,8.0,0.0,129.66600629553042,7.1947368421052635,True,False,False
1,2,1,10,1,18,5.0,0.0,125.56606421324086,9.020725388601036,True,False,False
2,1,1,11,2,17,3.6666666666666665,0.0,127.21307727022372,7.456,True,False,False
3,9,0,20,2,16,5.0,-1.0,128.86860239182207,9.020725388601036,True,False,False
4,12,0,32,2,15,6.4,-2.0,128.86860239182207,7.456,True,False,False
5,3,0,35,2,14,5.833333333333333,0.4333333333333327,128.86860239182207,8.941176470588236,True,False,False
6,10,0,45,2,13,6.428571428571429,2.166666666666667,128.86860239182207,7.456,False,True,False
7,15,0,60,2,12,7.5,1.904761904761905,128.86860239182207,9.311418685121108,False,True,False
8,9,0,69,2,11,7.666666666666667,1.833333333333334,128.86860239182207,8.941176470588236,False,True,False
9,8,0,77,2,10,7.7,3.666666666666667,128.86860239182207,7.70566037735849,False,True,False
10,12,0,89,2,9,8.090909090909092,2.966666666666666,128.86860239182207,9.020725388601036,False,True,False
11,11,0,100,2,8,8.333333333333334,1.5757575757575744,128.86860239182207,7.70566037735849,False,True,False
12,2,1,102,3,7,7.846153846153846,2.0,128.86860239182207,8.941176470588236,False,True,False
13,11,0,113,3,6,8.071428571428571,-0.012820512820511887,129.06525562942642,7.456,False,True,False
14,6,0,119,3,5,7.933333333333334,-0.5714285714285712,129.06525562942642,7.70566037735849,False,True,False
15,12,1,131,4,4,8.1875,-2.1000000000000005,129.06525562942642,9.020725388601036,False,False,True
16,13,0,144,4,3,8.470588235294118,0.9791666666666661,121.32353946253315,7.70566037735849,False,False,True
17,6,1,150,5,2,8.333333333333334,1.3627450980392162,121.32353946253315,9.311418685121108,False,False,True
18,16,0,166,5,1,8.736842105263158,1.0,129.63897237727207,8.941176470588236,False,False,True
19,11,0,177,5,0,8.85,2.4298245614035086,129.63897237727207,9.311418685121108,False,False,True
