over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,3,0,3,0,19,3.0,0.0,119.28886133389616,7.25,True,False,False
1,1,0,4,0,18,2.0,0.0,119.28886133389616,8.08361204013378,True,False,False
2,2,1,6,1,17,2.0,0.0,123.70434503099263,7.25,True,False,False
3,4,1,10,2,16,2.5,-0.5,126.24945232909764,8.494413407821229,True,False,False
4,7,0,17,2,15,3.4,-1.1666666666666665,124.13914215636788,8.22972972972973,True,False,False
5,14,0,31,2,14,5.166666666666667,-0.06666666666666687,124.13914215636788,8.494413407821229,True,False,False
6,6,0,37,2,13,5.285714285714286,2.666666666666667,124.13914215636788,8.22972972972973,False,True,False
7,9,0,46,2,12,5.75,3.7142857142857144,124.13914215636788,7.385416666666667,False,True,False
8,8,0,54,2,11,6.0,3.916666666666666,124.13914215636788,8.9375,False,True,False
9,10,0,64,2,10,6.4,1.666666666666667,124.13914215636788,7.385416666666667,False,True,False
10,4,1,68,3,9,6.181818181818182,2.5999999999999996,127.03778297292189,8.9375,False,True,False
11,10,0,78,3,8,6.5,0.6515151515151514,124.28901824679005,7.385416666666667,False,True,False
12,4,1,82,4,7,6.3076923076923075,1.0,124.33677751355951,8.9375,False,True,False
13,13,0,95,4,6,6.785714285714286,-1.3076923076923075,128.63368032656416,8.08361204013378,False,True,False
14,6,0,101,4,5,6.733333333333333,1.7142857142857144,128.63368032656416,8.494413407821229,False,True,False
15,11,0,112,4,4,7.0,0.43333333333333357,128.63368032656416,8.08361204013378,False,False,True
16,13,0,125,4,3,7.352941176470588,3.0,128.63368032656416,7.25,False,False,True
17,12,0,137,4,2,7.611111111111111,2.647058823529412,128.63368032656416,8.494413407821229,False,False,True
18,13,2,150,6,1,7.894736842105263,4.388888888888889,133.0011012761515,7.25,False,False,True
19,16,0,166,6,0,8.3,3.7719298245614032,137.0345499605952,8.08361204013378,False,False,True
