over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,0,0,0,0,19,0.0,0.0,119.28886133389616,7.096153846153846,True,False,False
1,11,0,11,0,18,5.5,0.0,119.28886133389616,8.432642487046632,True,False,False
2,2,0,13,0,17,4.333333333333333,0.0,119.28886133389616,7.096153846153846,True,False,False
3,13,0,26,0,16,6.5,0.0,119.28886133389616,8.663865546218487,True,False,False
4,18,0,44,0,15,8.8,2.166666666666666,119.28886133389616,8.432642487046632,True,False,False
5,6,1,50,1,14,8.333333333333334,2.1999999999999993,123.70434503099263,8.663865546218487,True,False,False
6,5,0,55,1,13,7.857142857142857,3.5,126.24945232909764,8.452380952380953,False,True,False
7,10,0,65,1,12,8.125,1.3095238095238093,126.24945232909764,7.434397163120567,False,True,False
8,14,0,79,1,11,8.777777777777779,-1.625,126.24945232909764,8.452380952380953,False,True,False
9,12,0,91,1,10,9.1,0.8888888888888875,126.24945232909764,8.432642487046632,False,True,False
10,13,0,104,1,9,9.454545454545455,2.9000000000000004,126.24945232909764,8.85,False,True,False
11,7,0,111,1,8,9.25,3.545454545454545,126.24945232909764,7.434397163120567,False,True,False
12,5,0,116,1,7,8.923076923076923,1.416666666666666,126.24945232909764,7.096153846153846,False,True,False
13,8,0,124,1,6,8.857142857142858,-0.5897435897435894,126.24945232909764,7.434397163120567,False,True,False
14,12,0,136,1,5,9.066666666666666,-2.1904761904761907,126.24945232909764,8.663865546218487,False,True,False
15,16,0,152,1,4,9.5,-0.7333333333333325,126.24945232909764,7.434397163120567,False,False,True
16,25,0,177,1,3,10.411764705882353,2.5,126.24945232909764,8.432642487046632,False,False,True
17,16,2,193,3,2,10.722222222222221,7.254901960784315,127.44156632783088,8.663865546218487,False,False,True
18,10,0,203,3,1,10.68421052631579,7.277777777777779,128.48380423614196,7.096153846153846,False,False,True
19,20,0,223,3,0,11.15,5.315789473684211,128.48380423614196,8.85,False,False,True
