over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,5,1,5,1,19,5.0,0.0,128.81360731716128,7.096153846153846,True,False,False
1,3,0,8,1,18,4.0,0.0,131.54588267385515,8.432642487046632,True,False,False
2,3,0,11,1,17,3.6666666666666665,0.0,131.54588267385515,7.096153846153846,True,False,False
3,5,1,16,2,16,4.0,-0.5,125.65486590588415,8.432642487046632,True,False,False
4,8,0,24,2,15,4.8,-0.8333333333333335,131.34994591764976,8.22972972972973,True,False,False
5,5,1,29,3,14,4.833333333333333,0.033333333333333215,129.9395119676987,8.432642487046632,True,False,False
6,3,0,32,3,13,4.571428571428571,0.16666666666666696,137.97285176657698,8.22972972972973,False,True,False
7,23,0,55,3,12,6.875,0.26190476190476186,137.97285176657698,23.0,False,True,False
8,13,0,68,3,11,7.555555555555555,2.958333333333334,137.97285176657698,8.22972972972973,False,True,False
9,17,0,85,3,10,8.5,5.444444444444445,137.97285176657698,7.434397163120567,False,True,False
10,7,1,92,4,9,8.363636363636363,9.166666666666668,130.89899085622898,8.22972972972973,False,True,False
11,15,0,107,4,8,8.916666666666666,3.4696969696969706,132.78916425044517,7.434397163120567,False,True,False
12,12,0,119,4,7,9.153846153846153,3.583333333333334,132.78916425044517,7.096153846153846,False,True,False
13,10,0,129,4,6,9.214285714285714,1.6794871794871806,132.78916425044517,7.434397163120567,False,True,False
14,20,0,149,4,5,9.933333333333334,3.1190476190476204,132.78916425044517,20.0,False,True,False
15,3,0,152,4,4,9.5,4.066666666666666,132.78916425044517,8.432642487046632,False,False,True
16,5,1,157,5,3,9.235294117647058,1.5,132.79362542386366,7.096153846153846,False,False,True
17,11,1,168,6,2,9.333333333333334,-0.40196078431372406,118.2399561555834,7.434397163120567,False,False,True
18,11,0,179,6,1,9.421052631578947,-4.000000000000001,118.98429971560861,7.3652173913043475,False,False,True
