over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,5,0,5,0,19,5.0,0.0,119.28886133389616,7.594936708860759,True,False,False
1,6,0,11,0,18,5.5,0.0,119.28886133389616,7.857971014492754,True,False,False
2,4,0,15,0,17,5.0,0.0,119.28886133389616,7.852941176470588,True,False,False
3,10,0,25,0,16,6.25,0.0,119.28886133389616,8.692759295499021,True,False,False
4,9,1,34,1,15,6.8,0.41666666666666696,123.70434503099263,7.852941176470588,True,False,False
5,5,0,39,1,14,6.5,0.36666666666666714,126.24945232909764,7.857971014492754,True,False,False
6,9,0,48,1,13,6.857142857142857,1.0,126.24945232909764,10.26086956521739,False,True,False
7,2,0,50,1,12,6.25,0.3095238095238102,126.24945232909764,8.961832061068701,False,True,False
8,6,0,56,1,11,6.222222222222222,-0.916666666666667,126.24945232909764,7.594936708860759,False,True,False
9,4,0,60,1,10,6.0,-0.5555555555555554,126.24945232909764,8.961832061068701,False,True,False
10,9,0,69,1,9,6.2727272727272725,-2.0,126.24945232909764,8.692759295499021,False,True,False
11,14,0,83,1,8,6.916666666666667,0.06060606060606055,126.24945232909764,8.961832061068701,False,True,False
12,11,1,94,2,7,7.230769230769231,2.083333333333333,128.44465642140838,7.857971014492754,False,True,False
13,10,0,104,2,6,7.428571428571429,3.602564102564103,126.3993284195198,7.852941176470588,False,True,False
14,12,0,116,2,5,7.733333333333333,3.7380952380952372,126.3993284195198,7.594936708860759,False,True,False
15,7,0,123,2,4,7.6875,2.7666666666666666,126.3993284195198,8.692759295499021,False,False,True
16,8,0,131,2,3,7.705882352941177,1.979166666666666,126.3993284195198,7.857971014492754,False,False,True
17,19,0,150,2,2,8.333333333333334,1.2941176470588234,126.3993284195198,7.852941176470588,False,False,True
18,10,0,160,2,1,8.421052631578947,3.0,126.3993284195198,8.961832061068701,False,False,True
19,9,2,169,4,0,8.45,3.912280701754387,125.96629913880845,8.692759295499021,False,False,True
