over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,8,0,8,0,19,8.0,0.0,111.65122620940292,7.477064220183486,True,False,False
1,5,0,13,0,18,6.5,0.0,111.65122620940292,8.692759295499021,True,False,False
2,9,0,22,0,17,7.333333333333333,0.0,111.65122620940292,8.86013986013986,True,False,False
3,11,0,33,0,16,8.25,0.0,111.65122620940292,8.692759295499021,True,False,False
4,4,0,37,0,15,7.4,0.08333333333333393,111.65122620940292,7.477064220183486,True,False,False
5,9,0,46,0,14,7.666666666666667,0.5999999999999996,111.65122620940292,8.692759295499021,True,False,False
6,9,0,55,0,13,7.857142857142857,0.33333333333333304,111.65122620940292,8.86013986013986,False,True,False
7,4,0,59,0,12,7.375,-0.5238095238095237,111.65122620940292,7.434397163120567,False,True,False
8,12,0,71,0,11,7.888888888888889,-0.04166666666666696,111.65122620940292,8.483870967741936,False,True,False
9,7,1,78,1,10,7.8,0.44444444444444464,116.48491050408713,7.434397163120567,False,True,False
10,8,2,86,3,9,7.818181818181818,-0.6333333333333329,118.97933674752935,8.483870967741936,False,True,False
11,4,1,90,4,8,7.5,-0.31818181818181834,122.60196511827732,7.434397163120567,False,True,False
12,10,0,100,4,7,7.6923076923076925,-3.166666666666667,123.78175886212041,8.86013986013986,False,True,False
13,12,0,112,4,6,8.0,-1.8589743589743595,123.78175886212041,7.434397163120567,False,True,False
14,9,1,121,5,5,8.066666666666666,0.16666666666666607,123.82096293114107,8.483870967741936,False,True,False
15,5,1,126,6,4,7.875,1.7666666666666675,119.89255787882776,8.86013986013986,False,False,True
16,10,1,136,7,3,8.0,-0.20833333333333393,113.68048682067926,7.477064220183486,False,False,True
17,6,1,142,8,2,7.888888888888889,-1.5,112.07633740197998,8.692759295499021,False,False,True
18,11,0,153,8,1,8.052631578947368,-2.3888888888888893,115.48292715560156,7.477064220183486,False,False,True
19,13,1,166,9,0,8.3,-0.05263157894736814,100.79814191325818,8.483870967741936,False,False,True
