over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,5,0,5,0,19,5.0,0.0,115.67413693770675,7.882075471698113,True,False,False
1,3,0,8,0,18,4.0,0.0,115.67413693770675,8.368,True,False,False
2,10,1,18,1,17,6.0,0.0,107.95900316919914,7.882075471698113,True,False,False
3,9,0,27,1,16,6.75,-0.5,97.13163780100899,8.368,True,False,False
4,1,0,28,1,15,5.6,0.08333333333333304,97.13163780100899,7.882075471698113,True,False,False
5,1,2,29,3,14,4.833333333333333,0.5666666666666673,110.32091705450279,7.019230769230769,True,False,False
6,3,0,32,3,13,4.571428571428571,-2.1666666666666665,123.51019630799657,7.882075471698113,False,True,False
7,12,0,44,3,12,5.5,-3.904761904761904,123.51019630799657,7.019230769230769,False,True,False
8,11,1,55,4,11,6.111111111111111,-1.166666666666667,117.59390316280705,8.03225806451613,False,True,False
9,7,0,62,4,10,6.2,2.0555555555555554,115.95679798294177,8.01702786377709,False,True,False
10,9,0,71,4,9,6.454545454545454,3.3,115.95679798294177,8.03225806451613,False,True,False
11,6,0,77,4,8,6.416666666666667,2.045454545454546,115.95679798294177,8.01702786377709,False,True,False
12,6,1,83,5,7,6.384615384615385,0.9166666666666661,118.90866738966169,7.019230769230769,False,True,False
13,7,0,90,5,6,6.428571428571429,0.11538461538461497,115.28686153776476,8.01702786377709,False,True,False
14,6,0,96,5,5,6.4,-0.5952380952380958,115.28686153776476,8.368,False,True,False
15,3,1,99,6,4,6.1875,-0.5666666666666673,115.97996770806378,8.01702786377709,False,False,True
16,3,1,102,7,3,6.0,-1.354166666666667,102.9472608784585,8.03225806451613,False,False,True
17,10,2,112,9,2,6.222222222222222,-3.0,77.13874191651969,7.019230769230769,False,False,True
18,3,1,115,10,1,6.052631578947368,-2.8888888888888893,58.53968253968254,8.368,False,False,True
