over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,4,1,4,1,19,4.0,0.0,105.36130214595913,7.477064220183486,True,False,False
1,7,0,11,1,18,5.5,0.0,100.94801975514221,9.48314606741573,True,False,False
2,6,0,17,1,17,5.666666666666667,0.0,100.94801975514221,7.477064220183486,True,False,False
3,6,1,23,2,16,5.75,-0.5,109.93807786878926,9.48314606741573,True,False,False
4,5,0,28,2,15,5.6,0.08333333333333304,129.6357989737265,7.477064220183486,True,False,False
5,13,0,41,2,14,6.833333333333333,-0.4333333333333327,129.6357989737265,9.48314606741573,True,False,False
6,8,1,49,3,13,7.0,0.666666666666667,127.95204172269446,8.417457305502847,False,True,False
7,6,0,55,3,12,6.875,1.166666666666666,127.96896553600003,10.142857142857142,False,True,False
8,12,1,67,4,11,7.444444444444445,1.625,132.13187812739193,8.417457305502847,False,True,False
9,5,0,72,4,10,7.2,0.22222222222222143,132.52111526540307,7.6469673405909795,False,True,False
10,7,1,79,5,9,7.181818181818182,-0.033333333333333215,132.44058821354102,10.142857142857142,False,True,False
11,4,1,83,6,8,6.916666666666667,-0.18181818181818166,136.36861870999635,7.189153439153439,False,True,False
12,7,0,90,6,7,6.923076923076923,-2.583333333333334,135.71627303873566,7.6469673405909795,False,True,False
13,2,0,92,6,6,6.571428571428571,-1.9230769230769234,135.71627303873566,7.189153439153439,False,True,False
14,4,0,96,6,5,6.4,-2.738095238095238,135.71627303873566,7.477064220183486,False,True,False
15,7,0,103,6,4,6.4375,-2.0666666666666673,135.71627303873566,7.189153439153439,False,False,True
16,9,0,112,6,3,6.588235294117647,-2.104166666666667,135.71627303873566,8.417457305502847,False,False,True
17,8,0,120,6,2,6.666666666666667,0.07843137254902022,135.71627303873566,7.189153439153439,False,False,True
18,13,0,133,6,1,7.0,1.333333333333333,135.71627303873566,10.142857142857142,False,False,True
19,15,0,148,6,0,7.4,3.0,135.71627303873566,8.417457305502847,False,False,True
