over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,4,0,4,0,19,4.0,0.0,127.72951236796173,7.961864406779661,True,False,False
1,4,1,8,1,18,4.0,0.0,126.75714364634166,9.217391304347826,True,False,False
2,7,1,15,2,17,5.0,0.0,128.48445886223288,7.961864406779661,True,False,False
3,2,0,17,2,16,4.25,-1.0,125.15788095389976,9.217391304347826,True,False,False
4,3,0,20,2,15,4.0,-0.916666666666667,125.15788095389976,7.961864406779661,True,False,False
5,15,1,35,3,14,5.833333333333333,-0.5,125.15788095389976,7.382239382239383,True,False,False
6,10,0,45,3,13,6.428571428571429,0.3333333333333339,125.26334595869363,7.961864406779661,False,True,False
7,8,0,53,3,12,6.625,2.404761904761905,125.26334595869363,9.5,False,True,False
8,8,0,61,3,11,6.777777777777778,3.875,125.26334595869363,8.365384615384615,False,True,False
9,12,0,73,3,10,7.3,1.8888888888888884,125.26334595869363,9.5,False,True,False
10,3,2,76,5,9,6.909090909090909,2.033333333333334,126.40719822038929,8.365384615384615,False,True,False
11,7,0,83,5,8,6.916666666666667,-0.2424242424242422,127.55105048208496,9.5,False,True,False
12,5,0,88,5,7,6.769230769230769,-0.5833333333333339,127.55105048208496,7.382239382239383,False,True,False
13,16,0,104,5,6,7.428571428571429,-2.769230769230769,127.55105048208496,9.5,False,True,False
14,6,0,110,5,5,7.333333333333333,1.904761904761905,127.55105048208496,8.365384615384615,False,True,False
15,5,0,115,5,4,7.1875,1.666666666666667,127.55105048208496,7.382239382239383,False,False,True
16,13,1,128,6,3,7.529411764705882,1.8125,134.91296827942065,9.217391304347826,False,False,True
17,10,0,138,6,2,7.666666666666667,-0.02941176470588225,139.7198797695583,7.382239382239383,False,False,True
18,20,0,158,6,1,8.31578947368421,1.166666666666667,139.7198797695583,8.365384615384615,False,False,True
19,4,1,162,7,0,8.1,5.517543859649123,130.1836235500759,9.217391304347826,False,False,True
