over,runs_in_over,wickets_in_over,cumulative_runs,cumulative_wickets,overs_remaining,run_rate,momentum,batsman_sr,bowler_economy,phase_Powerplay,phase_Middle,phase_Death
0,10,0,10,0,19,10.0,0.0,123.25687239212803,7.882075471698113,True,False,False
1,8,0,18,0,18,9.0,0.0,123.25687239212803,7.019230769230769,True,False,False
2,0,0,18,0,17,6.0,0.0,123.25687239212803,7.882075471698113,True,False,False
3,14,0,32,0,16,8.0,0.0,123.25687239212803,8.03225806451613,True,False,False
4,15,0,47,0,15,9.4,-0.666666666666667,123.25687239212803,7.882075471698113,True,False,False
5,6,1,53,1,14,8.833333333333334,0.2666666666666657,118.2635142044309,8.01702786377709,True,False,False
6,3,0,56,1,13,8.0,2.333333333333332,113.97097553199845,7.019230769230769,False,True,False
7,4,0,60,1,12,7.5,-0.5,113.97097553199845,8.01702786377709,False,True,False
8,12,0,72,1,11,8.0,-3.666666666666667,113.97097553199845,8.03225806451613,False,True,False
9,3,1,75,2,10,7.5,-1.666666666666667,111.29274114471366,8.01702786377709,False,True,False
10,5,0,80,2,9,7.2727272727272725,-1.666666666666667,112.80071280255217,8.16,False,True,False
11,3,0,83,2,8,6.916666666666667,-1.1060606060606055,112.80071280255217,7.019230769230769,False,True,False
12,8,0,91,2,7,7.0,-3.7500000000000004,112.80071280255217,8.16,False,True,False
13,6,0,97,2,6,6.928571428571429,-1.666666666666667,112.80071280255217,8.01702786377709,False,True,False
14,10,0,107,2,5,7.133333333333334,-1.2619047619047619,112.80071280255217,8.16,False,True,False
15,10,0,117,2,4,7.3125,0.8666666666666663,112.80071280255217,7.019230769230769,False,False,True
16,10,0,127,2,3,7.470588235294118,1.354166666666666,112.80071280255217,8.16,False,False,True
